0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.72727275,0.44155845,0.8138528,0.5367965,0.67099565,0.22943723,0.32467532,0.35930735,0.3939394,0.46753246,0.9004329,0.16017316,0.85281384,0.20779221,0.48051947,0.8051948,0.6969697,0.63203466,0.9264069,0.2857143,0.6017316,0.18181819,0.1904762,0.5714286,0.65367967,0.7965368,0.74891776,0.9134199,0.8008658,0.6060606,0.36363637,0.9264069,0.4848485,0.7532467,0.17316018,0.71428573,0.4891775,0.5281385,0.94372296,0.25974026,0.22943723,0.83549786,0.93073595,0.33333334,0.18181819,0.8008658,0.28138527,0.3939394,0.54545456,0.9177489,0.8095238,0.18614718,0.93939394,0.6450216,0.7922078,0.34632036,0.45454547,0.7229437,0.54545456,0.33333334,0.22510822,0.7099567,0.74025977,0.2987013
0.72727275,0.44588745,0.82251084,0.53246754,0.6796537,0.22510822,0.32467532,0.35064936,0.38528138,0.46753246,0.9004329,0.16450216,0.84415585,0.2034632,0.47186148,0.8095238,0.6839827,0.62770563,0.9220779,0.28138527,0.6017316,0.18181819,0.18614718,0.56277055,0.65800864,0.8008658,0.74025977,0.9177489,0.7922078,0.6103896,0.37229437,0.9220779,0.48051947,0.7532467,0.18181819,0.71428573,0.4891775,0.52380955,0.94372296,0.25108224,0.22077923,0.84415585,0.9350649,0.32467532,0.17748918,0.8008658,0.28138527,0.4025974,0.54112554,0.9264069,0.8051948,0.18614718,0.93939394,0.65367967,0.7878788,0.34199134,0.45887446,0.71428573,0.5584416,0.32900432,0.22943723,0.7056277,0.7316017,0.3073593
0.74891776,0.34199134,0.46753246,0.6103896,0.36796537,0.6753247,0.64935064,0.2987013,0.9004329,0.8831169,0.6753247,0.21645021,0.12987013,0.6796537,0.22510822,0.8831169,0.17748918,0.42857143,0.85714287,0.24242425,0.8138528,0.18614718,0.37662336,0.8181818,0.44588745,0.36796537,0.77056277,0.7099567,0.27705628,0.63203466,0.53246754,0.45887446,0.56277055,0.85281384,0.6839827,0.21212122,0.61904764,0.7229437,0.8484849,0.965368,0.37662336,0.3030303,0.22077923,0.31601733,0.16883117,0.6839827,0.6753247,0.23809524,0.7229437,0.74891776,0.41558442,0.4848485,0.43722942,0.33766234,0.3809524,0.18181819,0.37662336,0.93073595,0.51082253,0.5367965,0.84415585,0.9480519,0.94372296,0.35930735
0.94372296,0.9047619,0.6883117,0.96103895,0.17748918,0.24675325,0.6753247,0.28138527,0.4891775,0.7532467,0.95238096,0.44155845,0.9350649,0.37662336,0.7229437,0.2857143,0.5367965,0.37229437,0.6839827,0.22510822,0.46320346,0.27272728,0.6926407,0.4891775,0.8051948,0.66233766,0.6233766,0.41125542,0.15151516,0.44588745,0.4978355,0.5670996,0.5974026,0.45454547,0.96103895,0.25974026,0.27705628,0.6017316,0.15584415,0.20779221,0.86147183,0.6666667,0.8051948,0.95238096,0.75757575,0.17748918,0.31601733,0.93073595,0.64069265,0.88744587,0.77922076,0.57575756,0.32467532,0.36363637,0.24675325,0.7619048,0.28138527,0.17316018,0.28138527,0.77922076,0.43722942,0.32034633,0.5151515,0.14285715
0.7229437,0.44155845,0.8181818,0.53246754,0.6753247,0.22943723,0.31601733,0.35497835,0.3939394,0.46753246,0.8917749,0.16450216,0.84415585,0.1991342,0.47619048,0.8095238,0.6926407,0.63203466,0.9177489,0.2857143,0.5930736,0.18181819,0.1904762,0.5714286,0.65800864,0.7965368,0.74025977,0.9134199,0.7878788,0.6060606,0.36363637,0.93073595,0.48051947,0.75757575,0.17748918,0.7229437,0.4935065,0.5194805,0.9480519,0.25108224,0.22510822,0.84415585,0.9350649,0.32900432,0.18181819,0.8095238,0.28138527,0.3982684,0.54545456,0.9177489,0.8008658,0.18181819,0.9350649,0.64935064,0.7965368,0.34632036,0.45454547,0.7099567,0.5584416,0.32467532,0.22510822,0.7056277,0.74025977,0.3030303
0.8917749,0.21645021,0.24242425,0.3982684,0.6017316,0.36363637,0.90909094,0.4935065,0.5064935,0.22077923,0.76623374,0.24242425,0.76623374,0.18614718,0.56277055,0.7229437,0.7748918,0.6103896,0.61904764,0.24675325,0.52380955,0.57575756,0.75757575,0.7619048,0.21645021,0.3982684,0.41558442,0.3809524,0.7619048,0.86147183,0.34199134,0.5151515,0.7922078,0.6926407,0.4025974,0.6796537,0.47186148,0.5670996,0.2900433,0.26839826,0.25541127,0.5974026,0.46320346,0.65367967,0.66233766,0.94372296,0.16017316,0.8268398,0.37229437,0.45021644,0.1904762,0.44588745,0.65367967,0.38528138,0.7012987,0.5670996,0.44588745,0.3030303,0.45021644,0.47619048,0.5021645,0.5670996,0.8917749,0.5064935
0.7012987,0.84415585,0.9264069,0.5497835,0.33333334,0.7532467,0.37662336,0.6969697,0.73593074,0.16450216,0.8701299,0.52380955,0.63203466,0.64069265,0.5194805,0.82251084,0.8787879,0.6666667,0.8138528,0.74458873,0.6839827,0.8095238,0.4069264,0.86580086,0.20779221,0.56277055,0.45021644,0.94372296,0.45887446,0.47619048,0.57575756,0.25974026,0.45887446,0.6883117,0.6147186,0.74025977,0.64069265,0.8138528,0.5670996,0.46320346,0.45887446,0.22510822,0.23809524,0.41558442,0.62770563,0.16450216,0.26839826,0.4978355,0.5194805,0.93073595,0.5151515,0.24242425,0.94372296,0.22943723,0.45021644,0.6883117,0.67099565,0.20779221,0.76623374,0.23809524,0.16883117,0.6666667,0.32467532,0.23376623
0.7619048,0.55411255,0.6060606,0.7532467,0.2943723,0.9177489,0.6363636,0.95238096,0.85714287,0.5887446,0.5974026,0.46753246,0.90909094,0.3030303,0.7012987,0.21212122,0.21212122,0.4025974,0.7748918,0.54112554,0.8008658,0.46320346,0.35064936,0.93939394,0.20779221,0.34199134,0.54545456,0.26839826,0.9134199,0.21645021,0.7965368,0.83116883,0.63203466,0.4891775,0.16883117,0.6883117,0.85281384,0.7878788,0.18614718,0.6883117,0.45021644,0.6233766,0.15151516,0.88744587,0.9480519,0.21645021,0.56277055,0.83549786,0.35497835,0.8484849,0.53246754,0.46753246,0.37662336,0.32467532,0.25108224,0.16883117,0.23809524,0.5151515,0.88744587,0.7316017,0.41125542,0.5021645,0.47619048,0.44588745
0.77056277,0.3116883,0.46320346,0.5887446,0.36796537,0.6796537,0.6233766,0.31601733,0.9047619,0.9004329,0.6363636,0.21212122,0.17316018,0.71428573,0.22510822,0.87445885,0.2034632,0.43722942,0.86147183,0.23376623,0.8398268,0.17748918,0.37229437,0.83116883,0.44155845,0.37662336,0.7965368,0.7056277,0.25541127,0.6233766,0.52380955,0.44155845,0.5800866,0.85714287,0.72727275,0.22510822,0.6363636,0.7229437,0.8268398,0.95238096,0.37662336,0.3116883,0.25974026,0.31601733,0.17316018,0.64069265,0.66233766,0.23376623,0.7099567,0.73593074,0.45887446,0.4978355,0.42857143,0.32900432,0.3982684,0.21645021,0.35930735,0.9264069,0.4891775,0.5497835,0.8484849,0.9264069,0.95671,0.3116883
0.8831169,0.44155845,0.7099567,0.82251084,0.85714287,0.7316017,0.5194805,0.55411255,0.8138528,0.61904764,0.8138528,0.8138528,0.32900432,0.53246754,0.5151515,0.9004329,0.42424244,0.6969697,0.57575756,0.6839827,0.4069264,0.5930736,0.66233766,0.46320346,0.87445885,0.54545456,0.22510822,0.37662336,0.6883117,0.85281384,0.6017316,0.28138527,0.64935064,0.73593074,0.4891775,0.19480519,0.6363636,0.84415585,0.16450216,0.2857143,0.5281385,0.4935065,0.6753247,0.3809524,0.7619048,0.26406926,0.7229437,0.41125542,0.6147186,0.9177489,0.6839827,0.33766234,0.3073593,0.35497835,0.16450216,0.86147183,0.23809524,0.21645021,0.41125542,0.86580086,0.82251084,0.18181819,0.5497835,0.8961039
0.74891776,0.41558442,0.8831169,0.42424244,0.6233766,0.4199134,0.43290043,0.82251084,0.65800864,0.4069264,0.45021644,0.18181819,0.6017316,0.28138527,0.64069265,0.86580086,0.5670996,0.7965368,0.6017316,0.6233766,0.88744587,0.75757575,0.83549786,0.85714287,0.74458873,0.24242425,0.8268398,0.64935064,0.57575756,0.95238096,0.9134199,0.6060606,0.26406926,0.71428573,0.4978355,0.21212122,0.62770563,0.8095238,0.47186148,0.42424244,0.6103896,0.5800866,0.4935065,0.35930735,0.38528138,0.18181819,0.7099567,0.7532467,0.36796537,0.2034632,0.2987013,0.23376623,0.19480519,0.64935064,0.32034633,0.14718615,0.9264069,0.6969697,0.6103896,0.6060606,0.2987013,0.2987013,0.6969697,0.35064936
0.7099567,0.45021644,0.8138528,0.54112554,0.67099565,0.22077923,0.32467532,0.35497835,0.3809524,0.45454547,0.9004329,0.16017316,0.8484849,0.1991342,0.4848485,0.82251084,0.6926407,0.63203466,0.90909094,0.28138527,0.6017316,0.16450216,0.1991342,0.5670996,0.64935064,0.8051948,0.74458873,0.9004329,0.8008658,0.6060606,0.37662336,0.9177489,0.5021645,0.75757575,0.16883117,0.72727275,0.5021645,0.5021645,0.95671,0.24675325,0.22077923,0.86147183,0.93073595,0.34632036,0.18614718,0.7922078,0.27705628,0.37229437,0.5497835,0.9177489,0.8051948,0.18181819,0.95671,0.64069265,0.77056277,0.33333334,0.45454547,0.71428573,0.5670996,0.33766234,0.22510822,0.7012987,0.74025977,0.31601733
0.9047619,0.16450216,0.8917749,0.95671,0.53246754,0.21212122,0.63203466,0.24242425,0.4069264,0.23376623,0.22077923,0.2943723,0.5887446,0.2034632,0.23376623,0.73593074,0.7965368,0.5800866,0.4935065,0.5194805,0.93939394,0.76623374,0.7532467,0.94372296,0.36363637,0.7619048,0.86580086,0.55411255,0.95238096,0.76623374,0.66233766,0.9134199,0.7619048,0.47186148,0.5021645,0.43722942,0.34199134,0.36363637,0.3116883,0.36363637,0.77056277,0.53246754,0.62770563,0.25108224,0.32034633,0.45021644,0.7229437,0.47619048,0.16883117,0.4978355,0.8268398,0.5194805,0.6147186,0.4199134,0.88744587,0.33766234,0.33333334,0.27272728,0.4069264,0.37662336,0.18181819,0.3030303,0.27705628,0.61904764
0.54112554,0.94372296,0.4069264,0.7056277,0.56277055,0.75757575,0.24675325,0.66233766,0.6883117,0.7878788,0.8961039,0.6796537,0.31601733,0.44588745,0.31601733,0.5974026,0.75757575,0.66233766,0.23809524,0.9047619,0.8268398,0.17748918,0.7316017,0.5584416,0.63203466,0.6450216,0.27272728,0.67099565,0.27272728,0.83116883,0.42424244,0.2943723,0.47619048,0.8701299,0.24242425,0.26839826,0.15584415,0.2034632,0.7012987,0.33333334,0.8095238,0.63203466,0.9177489,0.3809524,0.5670996,0.8181818,0.75757575,0.8181818,0.8831169,0.4848485,0.6363636,0.5151515,0.83116883,0.14285715,0.42857143,0.27705628,0.3982684,0.32900432,0.5021645,0.3116883,0.18614718,0.4025974,0.7532467,0.8095238
0.6666667,0.5670996,0.35930735,0.5887446,0.6017316,0.54545456,0.21645021,0.5974026,0.4935065,0.15584415,0.4935065,0.18181819,0.35497835,0.3116883,0.87445885,0.64935064,0.14285715,0.7922078,0.5887446,0.25541127,0.38528138,0.17748918,0.84415585,0.83116883,0.47186148,0.90909094,0.88744587,0.17316018,0.41125542,0.9047619,0.4978355,0.47619048,0.37662336,0.4978355,0.43722942,0.16450216,0.44588745,0.9480519,0.7835498,0.6017316,0.20779221,0.7316017,0.77922076,0.77922076,0.45887446,0.16450216,0.9134199,0.18181819,0.82251084,0.46320346,0.7099567,0.48051947,0.3809524,0.26839826,0.32900432,0.5714286,0.9177489,0.93939394,0.3030303,0.26839826,0.2034632,0.86580086,0.3982684,0.45021644
0.54112554,0.93939394,0.41125542,0.7099567,0.55411255,0.7619048,0.24675325,0.66233766,0.6839827,0.7922078,0.8961039,0.6753247,0.31601733,0.45021644,0.32034633,0.5930736,0.7619048,0.66233766,0.23376623,0.9047619,0.8181818,0.17748918,0.73593074,0.56277055,0.62770563,0.6450216,0.27272728,0.6666667,0.27272728,0.8268398,0.4199134,0.2987013,0.47186148,0.8701299,0.24242425,0.26839826,0.15151516,0.2034632,0.7099567,0.32900432,0.8095238,0.62770563,0.9177489,0.3809524,0.5670996,0.8138528,0.75757575,0.8181818,0.8917749,0.48051947,0.64069265,0.51082253,0.83116883,0.14718615,0.43722942,0.28138527,0.38961038,0.32467532,0.5021645,0.3116883,0.18181819,0.4025974,0.7532467,0.8138528
0.8961039,0.16883117,0.88744587,0.96103895,0.53246754,0.22077923,0.62770563,0.25108224,0.4025974,0.22510822,0.22077923,0.2857143,0.58441556,0.2034632,0.23809524,0.7316017,0.7965368,0.58441556,0.4935065,0.51082253,0.93073595,0.77922076,0.7619048,0.95238096,0.35930735,0.7748918,0.85281384,0.5584416,0.94372296,0.75757575,0.66233766,0.9047619,0.7532467,0.4848485,0.51082253,0.45454547,0.35930735,0.35497835,0.3073593,0.34632036,0.7619048,0.5281385,0.61904764,0.25541127,0.3030303,0.45454547,0.7229437,0.4848485,0.17748918,0.4935065,0.8268398,0.5367965,0.6233766,0.4199134,0.88744587,0.32467532,0.34199134,0.26406926,0.41558442,0.37662336,0.16017316,0.2943723,0.27272728,0.6147186
0.76623374,0.55411255,0.6060606,0.7532467,0.3030303,0.9264069,0.6363636,0.95238096,0.85281384,0.5887446,0.5974026,0.46320346,0.9134199,0.3073593,0.6969697,0.20779221,0.22077923,0.3982684,0.77056277,0.54112554,0.8051948,0.46753246,0.35497835,0.93939394,0.2034632,0.33766234,0.54545456,0.26406926,0.9220779,0.22510822,0.8008658,0.82251084,0.62770563,0.4891775,0.16883117,0.6883117,0.85714287,0.7878788,0.1904762,0.6926407,0.45454547,0.6233766,0.16450216,0.9004329,0.95238096,0.22510822,0.5497835,0.8398268,0.35930735,0.8484849,0.5281385,0.46753246,0.37229437,0.33333334,0.25541127,0.16883117,0.23809524,0.5151515,0.8917749,0.7186147,0.4025974,0.5151515,0.46753246,0.45021644
0.7619048,0.5497835,0.6103896,0.74891776,0.3030303,0.9350649,0.64069265,0.95238096,0.85714287,0.5887446,0.6103896,0.46320346,0.9134199,0.3116883,0.7056277,0.22077923,0.22943723,0.4025974,0.7835498,0.5497835,0.7965368,0.46753246,0.35064936,0.9350649,0.20779221,0.33333334,0.5367965,0.26406926,0.9134199,0.22510822,0.7922078,0.82251084,0.61904764,0.4891775,0.16883117,0.6839827,0.85714287,0.7878788,0.1991342,0.6969697,0.46320346,0.61904764,0.16450216,0.8961039,0.9480519,0.21645021,0.54545456,0.83549786,0.35497835,0.84415585,0.5194805,0.45454547,0.3809524,0.33766234,0.24242425,0.16883117,0.22943723,0.5151515,0.8961039,0.7229437,0.4069264,0.51082253,0.47186148,0.44155845
0.54545456,0.9480519,0.4069264,0.7012987,0.56277055,0.7532467,0.25541127,0.6666667,0.6926407,0.77922076,0.9004329,0.6796537,0.32034633,0.45021644,0.3116883,0.5930736,0.75757575,0.65367967,0.23809524,0.9047619,0.83116883,0.17748918,0.73593074,0.5497835,0.62770563,0.64935064,0.26839826,0.67099565,0.27705628,0.8268398,0.42424244,0.2943723,0.47186148,0.8787879,0.24675325,0.26839826,0.16017316,0.19480519,0.7056277,0.33333334,0.8095238,0.63203466,0.9134199,0.37662336,0.56277055,0.82251084,0.7619048,0.8181818,0.8787879,0.48051947,0.6363636,0.5194805,0.83549786,0.14285715,0.43290043,0.27705628,0.3939394,0.32900432,0.51082253,0.3073593,0.1904762,0.4025974,0.75757575,0.8095238
0.76623374,0.5497835,0.6147186,0.74458873,0.31601733,0.9177489,0.62770563,0.95671,0.85281384,0.5974026,0.5887446,0.46753246,0.9177489,0.31601733,0.6926407,0.2034632,0.20779221,0.3939394,0.7619048,0.53246754,0.7922078,0.46753246,0.36363637,0.93939394,0.21212122,0.33333334,0.54112554,0.25541127,0.9350649,0.22077923,0.7965368,0.8138528,0.62770563,0.4891775,0.16883117,0.6926407,0.85714287,0.77922076,0.18614718,0.6883117,0.44155845,0.63203466,0.14718615,0.9047619,0.94372296,0.21645021,0.54112554,0.8268398,0.35930735,0.8484849,0.5367965,0.45887446,0.36796537,0.32900432,0.25974026,0.15584415,0.23809524,0.5151515,0.9047619,0.7186147,0.41125542,0.52380955,0.4848485,0.45887446
0.6883117,0.58441556,0.35497835,0.5800866,0.61904764,0.54112554,0.23376623,0.5930736,0.51082253,0.15584415,0.5021645,0.18614718,0.34632036,0.2943723,0.8787879,0.62770563,0.15584415,0.7835498,0.5974026,0.25108224,0.38961038,0.17316018,0.85281384,0.83116883,0.46753246,0.8917749,0.8831169,0.15584415,0.41558442,0.90909094,0.5064935,0.48051947,0.38528138,0.5064935,0.45021644,0.17316018,0.44588745,0.94372296,0.7532467,0.6147186,0.2034632,0.74891776,0.76623374,0.8051948,0.4848485,0.18181819,0.88744587,0.19480519,0.8095238,0.47619048,0.7012987,0.4891775,0.3939394,0.27272728,0.35064936,0.58441556,0.93073595,0.9350649,0.3073593,0.28138527,0.23376623,0.85714287,0.41125542,0.45454547
0.9004329,0.45454547,0.6753247,0.83116883,0.84415585,0.7186147,0.4848485,0.5497835,0.7922078,0.67099565,0.8095238,0.8008658,0.32900432,0.56277055,0.5021645,0.9264069,0.44155845,0.7099567,0.5584416,0.6753247,0.4025974,0.5887446,0.66233766,0.46320346,0.8831169,0.5714286,0.23809524,0.35064936,0.6796537,0.85714287,0.5974026,0.26406926,0.65367967,0.71428573,0.4978355,0.16450216,0.62770563,0.8398268,0.12554112,0.3030303,0.4848485,0.51082253,0.6450216,0.37662336,0.77922076,0.28138527,0.7056277,0.41125542,0.6666667,0.9047619,0.71428573,0.33766234,0.3030303,0.35497835,0.13419913,0.8484849,0.25541127,0.23809524,0.4069264,0.87445885,0.8138528,0.20779221,0.51082253,0.9047619
0.7532467,0.36363637,0.36796537,0.6883117,0.6666667,0.9004329,0.54112554,0.8917749,0.1904762,0.22510822,0.73593074,0.9264069,0.9220779,0.74891776,0.7012987,0.2943723,0.66233766,0.45454547,0.6060606,0.6926407,0.32900432,0.8484849,0.16017316,0.63203466,0.21645021,0.65800864,0.5887446,0.62770563,0.1904762,0.5064935,0.41125542,0.14285715,0.26839826,0.83549786,0.56277055,0.3809524,0.2857143,0.4069264,0.61904764,0.43290043,0.37229437,0.7099567,0.8831169,0.87445885,0.26839826,0.35930735,0.93073595,0.20779221,0.9177489,0.6926407,0.77056277,0.35930735,0.8831169,0.71428573,0.4025974,0.9047619,0.15584415,0.8787879,0.6363636,0.16017316,0.36363637,0.6060606,0.9480519,0.5974026
0.7532467,0.5497835,0.61904764,0.7532467,0.2900433,0.95238096,0.62770563,0.965368,0.84415585,0.56277055,0.6060606,0.44588745,0.9004329,0.3116883,0.6926407,0.22077923,0.21645021,0.3982684,0.7878788,0.5281385,0.7835498,0.46753246,0.34199134,0.93939394,0.1991342,0.36796537,0.52380955,0.27705628,0.9220779,0.23809524,0.7965368,0.8181818,0.6147186,0.47186148,0.16017316,0.6839827,0.8484849,0.7835498,0.18614718,0.6969697,0.46320346,0.61904764,0.15151516,0.90909094,0.94372296,0.21212122,0.5367965,0.85714287,0.36363637,0.84415585,0.5281385,0.45454547,0.38528138,0.2987013,0.25541127,0.17748918,0.22510822,0.5151515,0.8917749,0.7186147,0.41125542,0.51082253,0.47186148,0.45887446
