0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0.48407644,0.6242038,0.6496815,0.45859873,0.48407644,0.5987261,0.5732484,0.48407644,0.48407644,0.566879,0.5987261,0.48407644,0.48407644,0.60509557,0.6369427,0.4968153,0.48407644,0.57961786,0.6369427,0.4713376,0.48407644,0.55414015,0.6369427,0.4713376,0.50318474,0.55414015,0.5923567,0.4522293,0.50318474,0.55414015,0.5923567,0.42675158,0.477707,0.55414015,0.611465,0.4522293
0.45859873,0.5987261,0.5732484,0.45859873,0.45859873,0.566879,0.5987261,0.48407644,0.45859873,0.566879,0.6242038,0.48407644,0.48407644,0.55414015,0.57961786,0.4713376,0.48407644,0.55414015,0.57961786,0.42675158,0.4522293,0.55414015,0.55414015,0.44585988,0.477707,0.57961786,0.611465,0.4522293,0.477707,0.55414015,0.5923567,0.42675158,0.4522293,0.55414015,0.566879,0.42675158
0.45859873,0.566879,0.5987261,0.48407644,0.45859873,0.566879,0.6242038,0.48407644,0.48407644,0.5987261,0.6242038,0.48407644,0.48407644,0.55414015,0.57961786,0.42675158,0.4522293,0.55414015,0.55414015,0.44585988,0.4522293,0.52866244,0.55414015,0.42675158,0.477707,0.55414015,0.5923567,0.42675158,0.4522293,0.55414015,0.566879,0.42675158,0.4522293,0.50318474,0.51592356,0.39490446
0.48407644,0.5987261,0.6242038,0.48407644,0.45859873,0.54140127,0.5732484,0.45859873,0.43312103,0.54140127,0.5987261,0.45859873,0.4522293,0.52866244,0.55414015,0.42675158,0.43312103,0.52866244,0.55414015,0.42675158,0.43312103,0.52866244,0.55414015,0.42675158,0.4522293,0.50318474,0.51592356,0.39490446,0.4522293,0.50318474,0.54140127,0.39490446,0.42675158,0.477707,0.54140127,0.39490446
0.43312103,0.54140127,0.5477707,0.43312103,0.43312103,0.566879,0.5477707,0.45859873,0.43312103,0.54140127,0.5732484,0.48407644,0.4522293,0.52866244,0.55414015,0.42675158,0.43312103,0.52866244,0.55414015,0.42675158,0.43312103,0.52866244,0.55414015,0.42675158,0.4522293,0.50318474,0.54140127,0.39490446,0.4522293,0.477707,0.51592356,0.42675158,0.4522293,0.477707,0.51592356,0.39490446
0.43312103,0.566879,0.5477707,0.45859873,0.43312103,0.54140127,0.5732484,0.48407644,0.43312103,0.5987261,0.5987261,0.50318474,0.43312103,0.52866244,0.55414015,0.42675158,0.43312103,0.52866244,0.55414015,0.42675158,0.4522293,0.52866244,0.55414015,0.44585988,0.4522293,0.477707,0.51592356,0.42675158,0.4522293,0.477707,0.51592356,0.39490446,0.42675158,0.477707,0.54140127,0.4522293
0.43312103,0.54140127,0.5732484,0.48407644,0.43312103,0.5987261,0.5987261,0.50318474,0.48407644,0.5987261,0.7070064,0.50318474,0.43312103,0.52866244,0.55414015,0.42675158,0.4522293,0.52866244,0.55414015,0.44585988,0.48407644,0.57961786,0.57961786,0.4713376,0.4522293,0.477707,0.51592356,0.39490446,0.42675158,0.477707,0.54140127,0.4522293,0.42675158,0.477707,0.611465,0.50318474
0.43312103,0.5987261,0.5987261,0.50318474,0.48407644,0.5987261,0.7070064,0.50318474,0.50955415,0.6242038,0.6751592,0.52866244,0.4522293,0.52866244,0.55414015,0.44585988,0.48407644,0.57961786,0.57961786,0.4713376,0.48407644,0.60509557,0.6624204,0.51592356,0.42675158,0.477707,0.54140127,0.4522293,0.42675158,0.477707,0.611465,0.50318474,0.477707,0.52866244,0.611465,0.52866244
0.50955415,0.5987261,0.6496815,0.52866244,0.50955415,0.6496815,0.7070064,0.55414015,0.53503186,0.6751592,0.7324841,0.57961786,0.53503186,0.656051,0.6624204,0.54140127,0.53503186,0.656051,0.6878981,0.54140127,0.56050956,0.6815287,0.75159234,0.56050956,0.50318474,0.6305733,0.6624204,0.52866244,0.53503186,0.6305733,0.7197452,0.55414015,0.53503186,0.6305733,0.6942675,0.55414015
0.56050956,0.6751592,0.7324841,0.55414015,0.56050956,0.7070064,0.7070064,0.57961786,0.56050956,0.6751592,0.7324841,0.55414015,0.56050956,0.6815287,0.75159234,0.58598727,0.56050956,0.7133758,0.7197452,0.56050956,0.56050956,0.656051,0.7197452,0.56050956,0.56050956,0.6815287,0.7197452,0.55414015,0.56050956,0.6815287,0.6624204,0.55414015,0.56050956,0.6815287,0.6942675,0.52866244
0.53503186,0.6242038,0.7070064,0.52866244,0.50955415,0.566879,0.7324841,0.55414015,0.56050956,0.6496815,0.6751592,0.55414015,0.56050956,0.656051,0.6878981,0.54140127,0.53503186,0.6305733,0.6878981,0.54140127,0.56050956,0.6305733,0.6624204,0.54140127,0.53503186,0.6305733,0.6942675,0.52866244,0.56050956,0.656051,0.6942675,0.55414015,0.56050956,0.656051,0.6942675,0.55414015
0.50955415,0.566879,0.7324841,0.55414015,0.56050956,0.6496815,0.6751592,0.55414015,0.58598727,0.7324841,0.7070064,0.57961786,0.53503186,0.6305733,0.6878981,0.54140127,0.56050956,0.6305733,0.6624204,0.54140127,0.56050956,0.656051,0.7197452,0.56050956,0.56050956,0.656051,0.6942675,0.55414015,0.56050956,0.656051,0.6942675,0.55414015,0.53503186,0.656051,0.7197452,0.55414015
0.56050956,0.6496815,0.6751592,0.55414015,0.58598727,0.7324841,0.7070064,0.57961786,0.58598727,0.7324841,0.7324841,0.5987261,0.56050956,0.6305733,0.6624204,0.54140127,0.56050956,0.656051,0.7197452,0.56050956,0.56050956,0.7133758,0.75159234,0.58598727,0.56050956,0.656051,0.6942675,0.55414015,0.53503186,0.656051,0.7197452,0.55414015,0.56050956,0.7070064,0.7197452,0.58598727
0.58598727,0.7324841,0.7324841,0.5987261,0.58598727,0.7070064,0.7643312,0.57961786,0.53503186,0.6751592,0.7070064,0.55414015,0.56050956,0.7133758,0.75159234,0.58598727,0.56050956,0.7133758,0.77707005,0.56050956,0.58598727,0.7133758,0.81528664,0.58598727,0.56050956,0.7070064,0.7197452,0.58598727,0.5923567,0.6815287,0.6942675,0.58598727,0.5923567,0.7070064,0.7197452,0.58598727
0.53503186,0.6751592,0.7070064,0.55414015,0.53503186,0.6242038,0.7070064,0.55414015,0.53503186,0.6242038,0.6751592,0.57961786,0.58598727,0.7133758,0.7197452,0.56050956,0.56050956,0.656051,0.7197452,0.54140127,0.6178344,0.6815287,0.7197452,0.56050956,0.56050956,0.7070064,0.75159234,0.58598727,0.5923567,0.6815287,0.7197452,0.55414015,0.5923567,0.6815287,0.7197452,0.55414015
0.53503186,0.6242038,0.6751592,0.57961786,0.53503186,0.6496815,0.7070064,0.55414015,0.53503186,0.6751592,0.7070064,0.55414015,0.6178344,0.6815287,0.7197452,0.56050956,0.58598727,0.7133758,0.75159234,0.58598727,0.58598727,0.7133758,0.75159234,0.58598727,0.5923567,0.6815287,0.7197452,0.55414015,0.5923567,0.6815287,0.6942675,0.55414015,0.56050956,0.6815287,0.6942675,0.58598727
0.53503186,0.6496815,0.7070064,0.55414015,0.53503186,0.6751592,0.7070064,0.55414015,0.56050956,0.7070064,0.7324841,0.57961786,0.58598727,0.7133758,0.75159234,0.58598727,0.58598727,0.7133758,0.75159234,0.58598727,0.58598727,0.6815287,0.7197452,0.58598727,0.5923567,0.6815287,0.6942675,0.55414015,0.56050956,0.6815287,0.6942675,0.58598727,0.56050956,0.6815287,0.6942675,0.55414015
0.53503186,0.6751592,0.7070064,0.55414015,0.56050956,0.7070064,0.7324841,0.57961786,0.56050956,0.7070064,0.7643312,0.55414015,0.58598727,0.7133758,0.75159234,0.58598727,0.58598727,0.6815287,0.7197452,0.58598727,0.58598727,0.6815287,0.75159234,0.56050956,0.56050956,0.6815287,0.6942675,0.58598727,0.56050956,0.6815287,0.6942675,0.55414015,0.56050956,0.6815287,0.6942675,0.55414015
0.56050956,0.7070064,0.7324841,0.57961786,0.56050956,0.7070064,0.7643312,0.55414015,0.56050956,0.7070064,0.7324841,0.55414015,0.58598727,0.6815287,0.7197452,0.58598727,0.58598727,0.6815287,0.75159234,0.56050956,0.56050956,0.6815287,0.75159234,0.56050956,0.56050956,0.6815287,0.6942675,0.55414015,0.56050956,0.6815287,0.6942675,0.55414015,0.56050956,0.6815287,0.6942675,0.55414015
0.56050956,0.7070064,0.7324841,0.55414015,0.58598727,0.6751592,0.6751592,0.55414015,0.56050956,0.6751592,0.6751592,0.55414015,0.56050956,0.6815287,0.75159234,0.56050956,0.56050956,0.6815287,0.75159234,0.56050956,0.56050956,0.656051,0.6878981,0.54140127,0.56050956,0.6815287,0.6942675,0.55414015,0.56050956,0.656051,0.6942675,0.55414015,0.5923567,0.656051,0.6942675,0.55414015
0.58598727,0.6751592,0.6751592,0.55414015,0.56050956,0.6751592,0.6751592,0.55414015,0.53503186,0.6751592,0.7070064,0.52866244,0.56050956,0.6815287,0.75159234,0.56050956,0.56050956,0.656051,0.6878981,0.54140127,0.56050956,0.656051,0.7197452,0.58598727,0.56050956,0.656051,0.6942675,0.55414015,0.5923567,0.656051,0.6942675,0.55414015,0.56050956,0.6815287,0.6942675,0.55414015
0.56050956,0.6242038,0.6751592,0.52866244,0.53503186,0.6242038,0.6751592,0.52866244,0.56050956,0.6751592,0.6496815,0.52866244,0.56050956,0.6815287,0.7197452,0.56050956,0.56050956,0.656051,0.6878981,0.51592356,0.56050956,0.656051,0.6878981,0.56050956,0.56050956,0.7070064,0.7197452,0.58598727,0.56050956,0.6815287,0.7197452,0.55414015,0.56050956,0.6815287,0.7197452,0.55414015
0.53503186,0.6242038,0.6751592,0.52866244,0.56050956,0.6751592,0.6496815,0.52866244,0.56050956,0.6496815,0.6496815,0.52866244,0.56050956,0.656051,0.6878981,0.51592356,0.56050956,0.656051,0.6878981,0.56050956,0.53503186,0.6305733,0.6624204,0.54140127,0.56050956,0.6815287,0.7197452,0.55414015,0.56050956,0.6815287,0.7197452,0.55414015,0.56050956,0.6815287,0.6942675,0.52866244
0.56050956,0.6496815,0.6496815,0.52866244,0.56050956,0.6242038,0.6751592,0.52866244,0.53503186,0.6496815,0.6751592,0.52866244,0.53503186,0.6305733,0.6624204,0.54140127,0.53503186,0.656051,0.6878981,0.51592356,0.56050956,0.6305733,0.6624204,0.54140127,0.56050956,0.6815287,0.6942675,0.52866244,0.53503186,0.6305733,0.6624204,0.55414015,0.50318474,0.6305733,0.6369427,0.50318474
0.56050956,0.6242038,0.6751592,0.52866244,0.53503186,0.6496815,0.6751592,0.52866244,0.56050956,0.7070064,0.7070064,0.55414015,0.53503186,0.656051,0.6878981,0.51592356,0.56050956,0.6305733,0.6624204,0.54140127,0.53503186,0.656051,0.6878981,0.54140127,0.53503186,0.6305733,0.6624204,0.55414015,0.50318474,0.6305733,0.6369427,0.50318474,0.56050956,0.60509557,0.6369427,0.50318474
0.53503186,0.6496815,0.6751592,0.52866244,0.56050956,0.7070064,0.7070064,0.55414015,0.56050956,0.7070064,0.6751592,0.55414015,0.56050956,0.6305733,0.6624204,0.54140127,0.53503186,0.656051,0.6878981,0.54140127,0.56050956,0.60509557,0.6624204,0.51592356,0.50318474,0.6305733,0.6369427,0.50318474,0.56050956,0.60509557,0.6369427,0.50318474,0.56050956,0.60509557,0.6369427,0.52866244
0.56050956,0.7070064,0.6751592,0.55414015,0.56050956,0.6751592,0.7070064,0.55414015,0.53503186,0.6751592,0.6751592,0.55414015,0.56050956,0.60509557,0.6624204,0.51592356,0.53503186,0.6305733,0.6878981,0.54140127,0.56050956,0.656051,0.7197452,0.54140127,0.56050956,0.60509557,0.6369427,0.52866244,0.56050956,0.656051,0.6369427,0.52866244,0.56050956,0.656051,0.6942675,0.52866244
0.53503186,0.6751592,0.6751592,0.55414015,0.53503186,0.6751592,0.7070064,0.57961786,0.53503186,0.6751592,0.7324841,0.55414015,0.56050956,0.656051,0.7197452,0.54140127,0.56050956,0.6815287,0.7197452,0.54140127,0.56050956,0.656051,0.6878981,0.54140127,0.56050956,0.656051,0.6942675,0.52866244,0.56050956,0.656051,0.7197452,0.52866244,0.53503186,0.656051,0.6624204,0.52866244
0.53503186,0.6751592,0.7324841,0.55414015,0.56050956,0.6751592,0.7070064,0.55414015,0.56050956,0.6751592,0.6751592,0.55414015,0.56050956,0.656051,0.6878981,0.54140127,0.56050956,0.656051,0.7197452,0.54140127,0.56050956,0.6305733,0.6624204,0.54140127,0.53503186,0.656051,0.6624204,0.52866244,0.53503186,0.6305733,0.6942675,0.52866244,0.53503186,0.656051,0.6624204,0.52866244
0.56050956,0.6751592,0.7070064,0.55414015,0.56050956,0.6751592,0.6751592,0.55414015,0.53503186,0.6751592,0.6751592,0.55414015,0.56050956,0.656051,0.7197452,0.54140127,0.56050956,0.6305733,0.6624204,0.54140127,0.53503186,0.6305733,0.6624204,0.54140127,0.53503186,0.6305733,0.6942675,0.52866244,0.53503186,0.656051,0.6624204,0.52866244,0.56050956,0.6305733,0.6369427,0.50318474
0.56050956,0.6751592,0.6751592,0.55414015,0.53503186,0.6751592,0.6751592,0.55414015,0.53503186,0.6496815,0.7070064,0.52866244,0.56050956,0.6305733,0.6624204,0.54140127,0.53503186,0.6305733,0.6624204,0.54140127,0.53503186,0.6305733,0.6624204,0.51592356,0.53503186,0.656051,0.6624204,0.52866244,0.56050956,0.6305733,0.6369427,0.50318474,0.53503186,0.6305733,0.6624204,0.50318474
0.53503186,0.6496815,0.7070064,0.52866244,0.53503186,0.6242038,0.6242038,0.52866244,0.50955415,0.6242038,0.6496815,0.52866244,0.53503186,0.6305733,0.6624204,0.51592356,0.53503186,0.6305733,0.6369427,0.51592356,0.50955415,0.57961786,0.611465,0.4968153,0.53503186,0.6305733,0.6624204,0.50318474,0.50318474,0.60509557,0.6369427,0.50318474,0.50318474,0.6305733,0.6369427,0.52866244
0.53503186,0.6242038,0.6242038,0.52866244,0.50955415,0.6242038,0.6496815,0.52866244,0.50955415,0.5987261,0.6496815,0.52866244,0.53503186,0.6305733,0.6369427,0.51592356,0.50955415,0.57961786,0.611465,0.4968153,0.50955415,0.55414015,0.611465,0.4713376,0.50318474,0.60509557,0.6369427,0.50318474,0.50318474,0.6305733,0.6369427,0.52866244,0.50318474,0.60509557,0.6369427,0.52866244
0.50955415,0.5987261,0.6496815,0.52866244,0.48407644,0.566879,0.6242038,0.50318474,0.43312103,0.49044585,0.5987261,0.50318474,0.50955415,0.55414015,0.611465,0.4713376,0.4522293,0.477707,0.55414015,0.4968153,0.3821656,0.34394905,0.55414015,0.4713376,0.50318474,0.60509557,0.6369427,0.52866244,0.50318474,0.57961786,0.6624204,0.50318474,0.477707,0.50318474,0.611465,0.50318474
0.48407644,0.566879,0.6242038,0.50318474,0.43312103,0.49044585,0.5987261,0.50318474,0.3821656,0.39490446,0.4968153,0.48407644,0.4522293,0.477707,0.55414015,0.4968153,0.3821656,0.34394905,0.55414015,0.4713376,0.3566879,0.38853502,0.55414015,0.4968153,0.50318474,0.57961786,0.6624204,0.50318474,0.477707,0.50318474,0.611465,0.50318474,0.477707,0.52866244,0.611465,0.50318474
0.3821656,0.39490446,0.4968153,0.48407644,0.40764332,0.46496814,0.5732484,0.48407644,0.50955415,0.5987261,0.6751592,0.52866244,0.3566879,0.38853502,0.55414015,0.4968153,0.4522293,0.50318474,0.6369427,0.51592356,0.50955415,0.60509557,0.6369427,0.54140127,0.477707,0.52866244,0.611465,0.50318474,0.53503186,0.6305733,0.6624204,0.52866244,0.53503186,0.6305733,0.6624204,0.52866244
0.40764332,0.46496814,0.5732484,0.48407644,0.50955415,0.5987261,0.6751592,0.52866244,0.53503186,0.6242038,0.6496815,0.52866244,0.4522293,0.50318474,0.6369427,0.51592356,0.50955415,0.60509557,0.6369427,0.54140127,0.50955415,0.57961786,0.6369427,0.51592356,0.53503186,0.6305733,0.6624204,0.52866244,0.53503186,0.6305733,0.6624204,0.52866244,0.50318474,0.60509557,0.6369427,0.477707
0.50955415,0.5987261,0.6496815,0.48407644,0.48407644,0.5987261,0.5987261,0.45859873,0.45859873,0.51592356,0.522293,0.43312103,0.48407644,0.52866244,0.57961786,0.4713376,0.4522293,0.50318474,0.55414015,0.44585988,0.4522293,0.50318474,0.50318474,0.42675158,0.477707,0.52866244,0.54140127,0.4522293,0.4522293,0.477707,0.54140127,0.42675158,0.4522293,0.50318474,0.49044585,0.42675158
0.45859873,0.51592356,0.522293,0.43312103,0.43312103,0.46496814,0.4968153,0.41401273,0.40764332,0.43949044,0.4968153,0.41401273,0.4522293,0.50318474,0.50318474,0.42675158,0.4522293,0.50318474,0.52866244,0.42675158,0.4522293,0.50318474,0.50318474,0.40127388,0.4522293,0.50318474,0.49044585,0.42675158,0.4522293,0.477707,0.51592356,0.42675158,0.42675158,0.45859873,0.51592356,0.42675158
0.43312103,0.46496814,0.4968153,0.41401273,0.40764332,0.43949044,0.4968153,0.41401273,0.43312103,0.49044585,0.5477707,0.41401273,0.4522293,0.50318474,0.52866244,0.42675158,0.4522293,0.50318474,0.50318474,0.40127388,0.43312103,0.477707,0.50318474,0.42675158,0.4522293,0.477707,0.51592356,0.42675158,0.42675158,0.45859873,0.51592356,0.42675158,0.42675158,0.40764332,0.51592356,0.42675158
0.43312103,0.49044585,0.5477707,0.41401273,0.40764332,0.42038217,0.5477707,0.43312103,0.36305732,0.35031846,0.4968153,0.45859873,0.43312103,0.477707,0.50318474,0.42675158,0.3821656,0.43312103,0.50318474,0.42675158,0.3375796,0.34394905,0.477707,0.44585988,0.42675158,0.40764332,0.51592356,0.42675158,0.37579617,0.38853502,0.49044585,0.4522293,0.35031846,0.34394905,0.54140127,0.42675158
0.40764332,0.42038217,0.5477707,0.43312103,0.36305732,0.35031846,0.4968153,0.45859873,0.3375796,0.3121019,0.4522293,0.41401273,0.3821656,0.43312103,0.50318474,0.42675158,0.3375796,0.34394905,0.477707,0.44585988,0.3375796,0.34394905,0.4522293,0.40127388,0.37579617,0.38853502,0.49044585,0.4522293,0.35031846,0.34394905,0.54140127,0.42675158,0.35031846,0.32484075,0.4713376,0.42675158
0.36305732,0.35031846,0.4968153,0.45859873,0.3375796,0.3121019,0.4522293,0.41401273,0.36305732,0.3121019,0.4713376,0.41401273,0.3375796,0.34394905,0.477707,0.44585988,0.3375796,0.34394905,0.4522293,0.40127388,0.3566879,0.34394905,0.4522293,0.40127388,0.35031846,0.34394905,0.54140127,0.42675158,0.35031846,0.32484075,0.4713376,0.42675158,0.35031846,0.3057325,0.44585988,0.39490446
0.36305732,0.3121019,0.4713376,0.41401273,0.3375796,0.3121019,0.4713376,0.43312103,0.3375796,0.3312102,0.4713376,0.43312103,0.3566879,0.34394905,0.4522293,0.40127388,0.3566879,0.32484075,0.42675158,0.40127388,0.3375796,0.32484075,0.42675158,0.42675158,0.35031846,0.3057325,0.44585988,0.39490446,0.32484075,0.3057325,0.44585988,0.42675158,0.32484075,0.3057325,0.44585988,0.42675158
0.6433121,0.80254775,0.84713376,0.656051,0.58598727,0.7133758,0.75159234,0.54140127,0.53503186,0.656051,0.6624204,0.51592356,0.6496815,0.80254775,0.85350317,0.6624204,0.56050956,0.77070063,0.81528664,0.6369427,0.53503186,0.6815287,0.7197452,0.55414015,0.5732484,0.7197452,0.7452229,0.58598727,0.5732484,0.7197452,0.77707005,0.611465,0.60509557,0.81528664,0.8089172,0.656051
0.58598727,0.7133758,0.75159234,0.54140127,0.53503186,0.656051,0.6624204,0.51592356,0.53503186,0.6305733,0.6624204,0.4968153,0.56050956,0.77070063,0.81528664,0.6369427,0.53503186,0.6815287,0.7197452,0.55414015,0.53503186,0.6305733,0.6624204,0.50318474,0.5732484,0.7197452,0.77707005,0.611465,0.60509557,0.81528664,0.8089172,0.656051,0.60509557,0.7834395,0.8089172,0.6369427
0.53503186,0.656051,0.6624204,0.51592356,0.53503186,0.6305733,0.6624204,0.4968153,0.53503186,0.6305733,0.6624204,0.51592356,0.53503186,0.6815287,0.7197452,0.55414015,0.53503186,0.6305733,0.6624204,0.50318474,0.53503186,0.6305733,0.6624204,0.50318474,0.60509557,0.81528664,0.8089172,0.656051,0.60509557,0.7834395,0.8089172,0.6369427,0.522293,0.6369427,0.6878981,0.54140127
0.53503186,0.6305733,0.6624204,0.4968153,0.53503186,0.6305733,0.6624204,0.51592356,0.48407644,0.6305733,0.6624204,0.51592356,0.53503186,0.6305733,0.6624204,0.50318474,0.53503186,0.6305733,0.6624204,0.50318474,0.53503186,0.656051,0.6624204,0.50318474,0.60509557,0.7834395,0.8089172,0.6369427,0.522293,0.6369427,0.6878981,0.54140127,0.522293,0.6369427,0.6878981,0.51592356
0.53503186,0.6305733,0.6624204,0.51592356,0.48407644,0.6305733,0.6624204,0.51592356,0.48407644,0.6305733,0.6878981,0.54140127,0.53503186,0.6305733,0.6624204,0.50318474,0.53503186,0.656051,0.6624204,0.50318474,0.50318474,0.6815287,0.6942675,0.55414015,0.522293,0.6369427,0.6878981,0.54140127,0.522293,0.6369427,0.6878981,0.51592356,0.522293,0.6369427,0.6624204,0.4968153
0.48407644,0.6305733,0.6878981,0.54140127,0.48407644,0.656051,0.75159234,0.56050956,0.50955415,0.6815287,0.75159234,0.56050956,0.50318474,0.6815287,0.6942675,0.55414015,0.50318474,0.6815287,0.6942675,0.55414015,0.50318474,0.6815287,0.7197452,0.55414015,0.522293,0.6369427,0.6624204,0.4968153,0.4968153,0.6369427,0.6624204,0.51592356,0.522293,0.6624204,0.6624204,0.54140127
0.48407644,0.656051,0.75159234,0.56050956,0.50955415,0.6815287,0.75159234,0.56050956,0.50955415,0.7133758,0.75159234,0.56050956,0.50318474,0.6815287,0.6942675,0.55414015,0.50318474,0.6815287,0.7197452,0.55414015,0.50318474,0.656051,0.6624204,0.52866244,0.4968153,0.6369427,0.6624204,0.51592356,0.522293,0.6624204,0.6624204,0.54140127,0.522293,0.6624204,0.6878981,0.54140127
0.50955415,0.6815287,0.75159234,0.56050956,0.50955415,0.7133758,0.75159234,0.56050956,0.50955415,0.6815287,0.7197452,0.54140127,0.50318474,0.6815287,0.7197452,0.55414015,0.50318474,0.656051,0.6624204,0.52866244,0.50318474,0.656051,0.6624204,0.50318474,0.522293,0.6624204,0.6624204,0.54140127,0.522293,0.6624204,0.6878981,0.54140127,0.522293,0.6369427,0.6878981,0.54140127
0.50955415,0.7133758,0.75159234,0.56050956,0.50955415,0.6815287,0.7197452,0.54140127,0.50955415,0.60509557,0.6369427,0.4968153,0.50318474,0.656051,0.6624204,0.52866244,0.50318474,0.656051,0.6624204,0.50318474,0.50318474,0.60509557,0.6369427,0.50318474,0.522293,0.6624204,0.6878981,0.54140127,0.522293,0.6369427,0.6878981,0.54140127,0.4968153,0.611465,0.611465,0.4968153
0.50955415,0.57961786,0.6369427,0.4968153,0.50955415,0.57961786,0.6369427,0.4713376,0.50955415,0.60509557,0.6624204,0.4713376,0.50318474,0.60509557,0.6369427,0.477707,0.477707,0.60509557,0.6369427,0.50318474,0.477707,0.57961786,0.611465,0.477707,0.4713376,0.57961786,0.58598727,0.44585988,0.4968153,0.57961786,0.611465,0.4713376,0.4713376,0.55414015,0.58598727,0.44585988
